Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Work load Average/day,Hit target,Disciplinary failure,Education,Son,Social drinker,Social smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours,_month,_day,_Disciplinary failure,_drinker,_smoker,_pet,Transportation expense [Binned],Distance from Residence to Work [Binned],Service time [Binned],Age [Binned],Work load Average/day [Binned],Hit target [Binned],Body mass index [Binned]
10,10,2,4,248,25,14,47,284.853,91,0,1,2,0,0,1,86,165,32,8,Oct,Mon,No,No,No,Yes,High,Low,High,High,High,Low,High
0,10,2,4,225,26,9,28,284.853,91,1,1,1,0,0,2,69,169,24,0,Oct,Mon,Yes,No,No,,Low,Low,Low,Low,High,Low,Low
13,10,3,4,225,26,9,28,284.853,91,0,1,1,0,0,2,69,169,24,3,Oct,Tue,No,No,No,,Low,Low,Low,Low,High,Low,Low
21,11,3,4,179,51,18,38,268.519,93,0,1,0,1,0,0,89,170,31,1,Nov,Tue,No,Yes,No,No,Low,High,High,High,High,Low,High
28,11,4,4,118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28,3,Nov,Wed,No,No,No,No,Low,Low,Low,Low,High,Low,High
2,11,4,4,330,16,4,28,268.519,93,0,2,0,0,0,0,84,182,25,24,Nov,Wed,No,No,No,No,High,Low,Low,Low,High,Low,Low
28,11,6,4,179,51,18,38,268.519,93,0,1,0,1,0,0,89,170,31,1,Nov,Fri,No,Yes,No,No,Low,High,High,High,High,Low,High
9,11,3,4,118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28,8,Nov,Tue,No,No,No,No,Low,Low,Low,Low,High,Low,High
24,11,4,4,289,36,13,33,268.519,93,0,1,2,1,0,1,90,172,30,8,Nov,Wed,No,Yes,No,Yes,High,High,Low,Low,High,Low,High
1,11,6,4,235,16,8,32,268.519,93,0,3,0,0,0,0,75,178,25,8,Nov,Fri,No,No,No,No,High,Low,Low,Low,High,Low,Low
23,11,6,4,225,26,9,28,268.519,93,0,1,1,0,0,2,69,169,24,4,Nov,Fri,No,No,No,,Low,Low,Low,Low,High,Low,Low
22,11,3,4,361,52,3,28,268.519,93,0,1,1,1,0,4,80,172,27,8,Nov,Tue,No,Yes,No,,High,High,Low,Low,High,Low,High
28,11,4,4,291,31,12,40,268.519,93,0,1,1,1,0,1,73,171,25,2,Nov,Wed,No,Yes,No,Yes,High,High,Low,High,High,Low,Low
13,11,5,4,118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28,2,Nov,Thu,No,No,No,No,Low,Low,Low,Low,High,Low,High
14,11,5,4,225,26,9,28,268.519,93,0,1,1,0,0,2,69,169,24,3,Nov,Thu,No,No,No,,Low,Low,Low,Low,High,Low,Low
28,11,2,4,179,51,18,38,268.519,93,0,1,0,1,0,0,89,170,31,1,Nov,Mon,No,Yes,No,No,Low,High,High,High,High,Low,High
23,11,2,4,118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28,8,Nov,Mon,No,No,No,No,Low,Low,Low,Low,High,Low,High
8,11,3,4,118,10,10,37,268.519,93,0,1,0,0,0,0,83,172,28,8,Nov,Tue,No,No,No,No,Low,Low,Low,Low,High,Low,High
23,11,3,4,225,26,9,28,268.519,93,0,1,1,0,0,2,69,169,24,2,Nov,Tue,No,No,No,,Low,Low,Low,Low,High,Low,Low
0,11,3,4,291,31,12,40,268.519,93,1,1,1,1,0,1,73,171,25,0,Nov,Tue,Yes,Yes,No,Yes,High,High,Low,High,High,Low,Low
0,11,4,4,289,36,13,33,268.519,93,1,1,2,1,0,1,90,172,30,0,Nov,Wed,Yes,Yes,No,Yes,High,High,Low,Low,High,Low,High
14,11,5,4,248,25,14,47,268.519,93,0,1,2,0,0,1,86,165,32,4,Nov,Thu,No,No,No,Yes,High,Low,High,High,High,Low,High
0,11,5,4,235,20,13,43,268.519,93,1,1,1,1,0,0,106,167,38,0,Nov,Thu,Yes,Yes,No,No,High,Low,Low,High,High,Low,High
23,11,6,4,225,26,9,28,268.519,93,0,1,1,0,0,2,69,169,24,2,Nov,Fri,No,No,No,,Low,Low,Low,Low,High,Low,Low
26,11,6,4,369,17,12,31,268.519,93,0,1,3,1,0,0,70,169,25,8,Nov,Fri,No,Yes,No,No,High,Low,Low,Low,High,Low,Low
28,11,2,4,361,52,3,28,268.519,93,0,1,1,1,0,4,80,172,27,2,Nov,Mon,No,Yes,No,,High,High,Low,Low,High,Low,High
13,12,3,4,179,51,18,38,280.549,98,0,1,0,1,0,0,89,170,31,32,Dec,Tue,No,Yes,No,No,Low,High,High,High,High,High,High
28,12,4,4,291,31,12,40,280.549,98,0,1,1,1,0,1,73,171,25,1,Dec,Wed,No,Yes,No,Yes,High,High,Low,High,High,High,Low
23,12,4,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,3,Dec,Wed,No,No,No,,Low,Low,Low,Low,High,High,Low
13,12,6,4,179,26,9,30,280.549,98,0,3,0,0,0,0,56,171,19,1,Dec,Fri,No,No,No,No,Low,Low,Low,Low,High,High,Low
23,12,6,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,3,Dec,Fri,No,No,No,,Low,Low,Low,Low,High,High,Low
23,12,4,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,3,Dec,Wed,No,No,No,,Low,Low,Low,Low,High,High,Low
14,12,5,4,361,52,3,28,280.549,98,0,1,1,1,0,4,80,172,27,4,Dec,Thu,No,Yes,No,,High,High,Low,Low,High,High,High
18,12,6,4,179,22,17,40,280.549,98,0,2,2,0,1,0,63,170,22,2,Dec,Fri,No,No,Yes,No,Low,Low,High,High,High,High,Low
26,12,6,4,235,20,13,43,280.549,98,0,1,1,1,0,0,106,167,38,8,Dec,Fri,No,Yes,No,No,High,Low,Low,High,High,High,High
18,12,2,4,233,51,1,31,280.549,98,0,2,1,1,0,8,68,178,21,8,Dec,Mon,No,Yes,No,,High,High,Low,Low,High,High,Low
13,12,3,4,179,26,9,30,280.549,98,0,3,0,0,0,0,56,171,19,16,Dec,Tue,No,No,No,No,Low,Low,Low,Low,High,High,Low
23,12,3,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,2,Dec,Tue,No,No,No,,Low,Low,Low,Low,High,High,Low
23,12,5,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,3,Dec,Thu,No,No,No,,Low,Low,Low,Low,High,High,Low
23,12,2,4,225,26,9,28,280.549,98,0,1,1,0,0,2,69,169,24,2,Dec,Mon,No,No,No,,Low,Low,Low,Low,High,High,Low
18,12,3,2,155,12,14,34,280.549,98,0,1,2,1,0,0,95,196,25,80,Dec,Tue,No,Yes,No,No,Low,Low,High,Low,High,High,Low
12,1,2,2,179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19,24,Jan,Mon,No,No,No,No,Low,Low,Low,Low,High,High,Low
12,1,5,2,179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19,16,Jan,Thu,No,No,No,No,Low,Low,Low,Low,High,High,Low
25,1,5,2,179,22,17,40,313.532,96,0,2,2,0,1,0,63,170,22,2,Jan,Thu,No,No,Yes,No,Low,Low,High,High,High,High,Low
25,1,6,2,179,22,17,40,313.532,96,0,2,2,0,1,0,63,170,22,2,Jan,Fri,No,No,Yes,No,Low,Low,High,High,High,High,Low
13,1,2,2,179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19,3,Jan,Mon,No,No,No,No,Low,Low,Low,Low,High,High,Low
25,1,4,2,179,22,17,40,313.532,96,0,2,2,0,1,0,63,170,22,2,Jan,Wed,No,No,Yes,No,Low,Low,High,High,High,High,Low
10,1,5,2,289,48,29,49,313.532,96,0,1,0,0,0,2,108,172,36,8,Jan,Thu,No,No,No,,High,High,High,High,High,High,High
18,1,6,2,179,22,17,40,313.532,96,0,2,2,0,1,0,63,170,22,3,Jan,Fri,No,No,Yes,No,Low,Low,High,High,High,High,Low
27,1,2,2,179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19,2,Jan,Mon,No,No,No,No,Low,Low,Low,Low,High,High,Low
18,1,3,2,155,12,14,34,313.532,96,0,1,2,1,0,0,95,196,25,8,Jan,Tue,No,Yes,No,No,Low,Low,High,Low,High,High,Low
27,1,4,2,179,26,9,30,313.532,96,0,3,0,0,0,0,56,171,19,2,Jan,Wed,No,No,No,No,Low,Low,Low,Low,High,High,Low
27,1,4,2,179,51,18,38,313.532,96,0,1,0,1,0,0,89,170,31,3,Jan,Wed,No,Yes,No,No,Low,High,High,High,High,High,High
13,1,4,2,289,36,13,33,313.532,96,0,1,2,1,0,1,90,172,30,8,Jan,Wed,No,Yes,No,Yes,High,High,Low,Low,High,High,High
27,1,5,2,179,51,18,38,313.532,96,0,1,0,1,0,0,89,170,31,3,Jan,Thu,No,Yes,No,No,Low,High,High,High,High,High,High
27,1,6,2,179,51,18,38,313.532,96,0,1,0,1,0,0,89,170,31,2,Jan,Fri,No,Yes,No,No,Low,High,High,High,High,High,High
13,2,3,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,8,Feb,Tue,No,Yes,No,No,Low,High,High,High,Low,High,High
23,2,3,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,3,Feb,Tue,No,No,No,,Low,Low,Low,Low,Low,High,Low
1,2,4,2,248,25,14,47,264.249,97,0,1,2,0,0,1,86,165,32,8,Feb,Wed,No,No,No,Yes,High,Low,High,High,Low,High,High
27,2,4,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2,Feb,Wed,No,Yes,No,No,Low,High,High,High,Low,High,High
28,2,5,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,3,Feb,Thu,No,No,No,,Low,Low,Low,Low,Low,High,Low
27,2,5,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2,Feb,Thu,No,Yes,No,No,Low,High,High,High,Low,High,High
27,2,5,2,179,26,9,30,264.249,97,0,3,0,0,0,0,56,171,19,2,Feb,Thu,No,No,No,No,Low,Low,Low,Low,Low,High,Low
28,2,6,2,225,15,15,41,264.249,97,0,4,2,1,0,2,94,182,28,2,Feb,Fri,No,Yes,No,,Low,Low,High,High,Low,High,High
27,2,6,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2,Feb,Fri,No,Yes,No,No,Low,High,High,High,Low,High,High
19,2,2,2,233,51,1,31,264.249,97,0,2,1,1,0,8,68,178,21,2,Feb,Mon,No,Yes,No,,High,High,Low,Low,Low,High,Low
27,2,2,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2,Feb,Mon,No,Yes,No,No,Low,High,High,High,Low,High,High
7,2,3,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,8,Feb,Tue,No,No,No,,Low,Low,Low,Low,Low,High,Low
27,2,4,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,3,Feb,Wed,No,Yes,No,No,Low,High,High,High,Low,High,High
27,2,5,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,3,Feb,Thu,No,Yes,No,No,Low,High,High,High,Low,High,High
25,2,5,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,3,Feb,Thu,No,No,No,,Low,Low,Low,Low,Low,High,Low
13,2,5,2,179,26,9,30,264.249,97,0,3,0,0,0,0,56,171,19,2,Feb,Thu,No,No,No,No,Low,Low,Low,Low,Low,High,Low
23,2,6,2,179,22,17,40,264.249,97,0,2,2,0,1,0,63,170,22,2,Feb,Fri,No,No,Yes,No,Low,Low,High,High,Low,High,Low
27,2,6,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,3,Feb,Fri,No,Yes,No,No,Low,High,High,High,Low,High,High
12,2,4,2,233,51,1,31,264.249,97,0,2,1,1,0,8,68,178,21,3,Feb,Wed,No,Yes,No,,High,High,Low,Low,Low,High,Low
27,2,4,2,179,26,9,30,264.249,97,0,3,0,0,0,0,56,171,19,2,Feb,Wed,No,No,No,No,Low,Low,Low,Low,Low,High,Low
27,2,4,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2,Feb,Wed,No,Yes,No,No,Low,High,High,High,Low,High,High
13,2,5,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,8,Feb,Thu,No,Yes,No,No,Low,High,High,High,Low,High,High
27,2,6,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2,Feb,Fri,No,Yes,No,No,Low,High,High,High,Low,High,High
25,2,2,2,155,12,14,34,264.249,97,0,1,2,1,0,0,95,196,25,5,Feb,Mon,No,Yes,No,No,Low,Low,High,Low,Low,High,Low
25,2,2,2,235,16,8,32,264.249,97,0,3,0,0,0,0,75,178,25,3,Feb,Mon,No,No,No,No,High,Low,Low,Low,Low,High,Low
27,2,2,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2,Feb,Mon,No,Yes,No,No,Low,High,High,High,Low,High,High
7,2,2,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,2,Feb,Mon,No,No,No,,Low,Low,Low,Low,Low,High,Low
27,2,3,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2,Feb,Tue,No,Yes,No,No,Low,High,High,High,Low,High,High
23,2,3,2,248,25,14,47,264.249,97,0,1,2,0,0,1,86,165,32,2,Feb,Tue,No,No,No,Yes,High,Low,High,High,Low,High,High
25,2,3,2,225,26,9,28,264.249,97,0,1,1,0,0,2,69,169,24,2,Feb,Tue,No,No,No,,Low,Low,Low,Low,Low,High,Low
27,2,4,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2,Feb,Wed,No,Yes,No,No,Low,High,High,High,Low,High,High
27,2,5,2,179,51,18,38,264.249,97,0,1,0,1,0,0,89,170,31,2,Feb,Thu,No,Yes,No,No,Low,High,High,High,Low,High,High
25,2,6,2,235,16,8,32,264.249,97,0,3,0,0,0,0,75,178,25,2,Feb,Fri,No,No,No,No,High,Low,Low,Low,Low,High,Low
27,3,2,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,2,Mar,Mon,No,Yes,No,No,Low,High,High,High,Low,High,High
23,3,2,2,248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32,2,Mar,Mon,No,No,No,Yes,High,Low,High,High,Low,High,High
25,3,3,2,228,14,16,58,222.196,99,0,1,2,0,0,1,65,172,22,3,Mar,Tue,No,No,No,Yes,High,Low,High,High,Low,High,Low
25,3,3,2,248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32,3,Mar,Tue,No,No,No,Yes,High,Low,High,High,Low,High,High
12,3,3,2,228,14,16,58,222.196,99,0,1,2,0,0,1,65,172,22,112,Mar,Tue,No,No,No,Yes,High,Low,High,High,Low,High,Low
27,3,4,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,2,Mar,Wed,No,Yes,No,No,Low,High,High,High,Low,High,High
27,3,5,2,225,26,9,28,222.196,99,0,1,1,0,0,2,69,169,24,2,Mar,Thu,No,No,No,,Low,Low,Low,Low,Low,High,Low
27,3,5,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3,Mar,Thu,No,Yes,No,No,Low,High,High,High,Low,High,High
25,3,5,2,225,26,9,28,222.196,99,0,1,1,0,0,2,69,169,24,2,Mar,Thu,No,No,No,,Low,Low,Low,Low,Low,High,Low
27,3,6,2,179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19,3,Mar,Fri,No,No,No,No,Low,Low,Low,Low,Low,High,Low
25,3,2,2,235,16,8,32,222.196,99,0,3,0,0,0,0,75,178,25,3,Mar,Mon,No,No,No,No,High,Low,Low,Low,Low,High,Low
19,3,2,2,361,52,3,28,222.196,99,0,1,1,1,0,4,80,172,27,8,Mar,Mon,No,Yes,No,,High,High,Low,Low,Low,High,High
13,3,3,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,8,Mar,Tue,No,Yes,No,No,Low,High,High,High,Low,High,High
27,3,4,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,2,Mar,Wed,No,Yes,No,No,Low,High,High,High,Low,High,High
27,3,5,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3,Mar,Thu,No,Yes,No,No,Low,High,High,High,Low,High,High
27,3,6,2,179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19,2,Mar,Fri,No,No,No,No,Low,Low,Low,Low,Low,High,Low
10,3,2,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,4,Mar,Mon,No,Yes,No,No,Low,High,High,High,Low,High,High
13,3,2,2,248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32,2,Mar,Mon,No,No,No,Yes,High,Low,High,High,Low,High,High
27,3,2,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3,Mar,Mon,No,Yes,No,No,Low,High,High,High,Low,High,High
7,3,2,2,225,26,9,28,222.196,99,0,1,1,0,0,2,69,169,24,8,Mar,Mon,No,No,No,,Low,Low,Low,Low,Low,High,Low
27,3,3,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,2,Mar,Tue,No,Yes,No,No,Low,High,High,High,Low,High,High
23,3,4,2,289,36,13,33,222.196,99,0,1,2,1,0,1,90,172,30,8,Mar,Wed,No,Yes,No,Yes,High,High,Low,Low,Low,High,High
25,3,4,2,228,14,16,58,222.196,99,0,1,2,0,0,1,65,172,22,2,Mar,Wed,No,No,No,Yes,High,Low,High,High,Low,High,Low
27,3,4,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,2,Mar,Wed,No,Yes,No,No,Low,High,High,High,Low,High,High
23,3,5,2,248,25,14,47,222.196,99,0,1,2,0,0,1,86,165,32,3,Mar,Thu,No,No,No,Yes,High,Low,High,High,Low,High,High
27,3,5,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3,Mar,Thu,No,Yes,No,No,Low,High,High,High,Low,High,High
23,3,6,2,179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19,2,Mar,Fri,No,No,No,No,Low,Low,Low,Low,Low,High,Low
27,3,6,2,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3,Mar,Fri,No,Yes,No,No,Low,High,High,High,Low,High,High
27,3,3,3,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3,Mar,Tue,No,Yes,No,No,Low,High,High,High,Low,High,High
23,3,4,3,118,15,24,46,222.196,99,0,1,2,1,1,0,75,175,25,8,Mar,Wed,No,Yes,Yes,No,Low,Low,High,High,Low,High,Low
13,3,4,3,155,12,14,34,222.196,99,0,1,2,1,0,0,95,196,25,24,Mar,Wed,No,Yes,No,No,Low,Low,High,Low,Low,High,Low
27,3,4,3,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3,Mar,Wed,No,Yes,No,No,Low,High,High,High,Low,High,High
27,3,5,3,179,51,18,38,222.196,99,0,1,0,1,0,0,89,170,31,3,Mar,Thu,No,Yes,No,No,Low,High,High,High,Low,High,High
13,3,2,3,179,26,9,30,222.196,99,0,3,0,0,0,0,56,171,19,2,Mar,Mon,No,No,No,No,Low,Low,Low,Low,Low,High,Low
19,3,2,3,289,36,13,33,222.196,99,0,1,2,1,0,1,90,172,30,104,Mar,Mon,No,Yes,No,Yes,High,High,Low,Low,Low,High,High
22,3,4,3,369,17,12,31,222.196,99,0,1,3,1,0,0,70,169,25,8,Mar,Wed,No,Yes,No,No,High,Low,Low,Low,Low,High,Low
13,4,2,3,225,26,9,28,246.288,91,0,1,1,0,0,2,69,169,24,8,Apr,Mon,No,No,No,,Low,Low,Low,Low,Low,Low,Low
10,4,2,3,118,10,10,37,246.288,91,0,1,0,0,0,0,83,172,28,8,Apr,Mon,No,No,No,No,Low,Low,Low,Low,Low,Low,High
19,4,3,3,361,52,3,28,246.288,91,0,1,1,1,0,4,80,172,27,8,Apr,Tue,No,Yes,No,,High,High,Low,Low,Low,Low,High
19,4,4,3,248,25,14,47,246.288,91,0,1,2,0,0,1,86,165,32,8,Apr,Wed,No,No,No,Yes,High,Low,High,High,Low,Low,High
13,4,5,3,189,29,13,33,246.288,91,0,1,2,0,0,2,69,167,25,8,Apr,Thu,No,No,No,,Low,High,Low,Low,Low,Low,Low
27,4,6,3,179,26,9,30,246.288,91,0,3,0,0,0,0,56,171,19,2,Apr,Fri,No,No,No,No,Low,Low,Low,Low,Low,Low,Low
7,4,2,3,369,17,12,31,246.288,91,0,1,3,1,0,0,70,169,25,24,Apr,Mon,No,Yes,No,No,High,Low,Low,Low,Low,Low,Low
16,4,3,3,179,22,17,40,246.288,91,0,2,2,0,1,0,63,170,22,2,Apr,Tue,No,No,Yes,No,Low,Low,High,High,Low,Low,Low
23,4,3,3,118,13,18,50,246.288,91,0,1,1,1,0,0,98,178,31,3,Apr,Tue,No,Yes,No,No,Low,Low,High,High,Low,Low,High
23,4,3,3,361,52,3,28,246.288,91,0,1,1,1,0,4,80,172,27,2,Apr,Tue,No,Yes,No,,High,High,Low,Low,Low,Low,High
10,4,4,3,118,10,10,37,246.288,91,0,1,0,0,0,0,83,172,28,2,Apr,Wed,No,No,No,No,Low,Low,Low,Low,Low,Low,High
22,4,6,3,235,11,14,37,246.288,91,0,3,1,0,0,1,88,172,29,8,Apr,Fri,No,No,No,Yes,High,Low,High,Low,Low,Low,High
27,4,6,3,179,26,9,30,246.288,91,0,3,0,0,0,0,56,171,19,2,Apr,Fri,No,No,No,No,Low,Low,Low,Low,Low,Low,Low
19,4,2,3,225,26,9,28,246.288,91,0,1,1,0,0,2,69,169,24,8,Apr,Mon,No,No,No,,Low,Low,Low,Low,Low,Low,Low
16,4,3,3,235,16,8,32,246.288,91,0,3,0,0,0,0,75,178,25,3,Apr,Tue,No,No,No,No,High,Low,Low,Low,Low,Low,Low
27,4,6,3,179,26,9,30,246.288,91,0,3,0,0,0,0,56,171,19,2,Apr,Fri,No,No,No,No,Low,Low,Low,Low,Low,Low,Low
28,4,3,3,155,12,14,34,246.288,91,0,1,2,1,0,0,95,196,25,4,Apr,Tue,No,Yes,No,No,Low,Low,High,Low,Low,Low,Low
19,4,5,3,225,26,9,28,246.288,91,0,1,1,0,0,2,69,169,24,8,Apr,Thu,No,No,No,,Low,Low,Low,Low,Low,Low,Low
14,4,5,3,118,13,18,50,246.288,91,0,1,1,1,0,0,98,178,31,2,Apr,Thu,No,Yes,No,No,Low,Low,High,High,Low,Low,High
27,4,6,3,179,26,9,30,246.288,91,0,3,0,0,0,0,56,171,19,2,Apr,Fri,No,No,No,No,Low,Low,Low,Low,Low,Low,Low
22,5,2,3,235,11,14,37,237.656,99,0,3,1,0,0,1,88,172,29,8,May,Mon,No,No,No,Yes,High,Low,High,Low,Low,High,High
19,5,4,3,225,15,15,41,237.656,99,0,4,2,1,0,2,94,182,28,3,May,Wed,No,Yes,No,,Low,Low,High,High,Low,High,High
28,5,4,3,235,16,8,32,237.656,99,0,3,0,0,0,0,75,178,25,2,May,Wed,No,No,No,No,High,Low,Low,Low,Low,High,Low
8,5,4,3,118,10,10,37,237.656,99,0,1,0,0,0,0,83,172,28,3,May,Wed,No,No,No,No,Low,Low,Low,Low,Low,High,High
26,5,4,3,235,20,13,43,237.656,99,0,1,1,1,0,0,106,167,38,8,May,Wed,No,Yes,No,No,High,Low,Low,High,Low,High,High
13,5,5,3,179,26,9,30,237.656,99,0,3,0,0,0,0,56,171,19,1,May,Thu,No,No,No,No,Low,Low,Low,Low,Low,High,Low
28,5,5,3,291,31,12,40,237.656,99,0,1,1,1,0,1,73,171,25,2,May,Thu,No,Yes,No,Yes,High,High,Low,High,Low,High,Low
14,5,5,3,225,15,15,41,237.656,99,0,4,2,1,0,2,94,182,28,8,May,Thu,No,Yes,No,,Low,Low,High,High,Low,High,High
19,5,6,3,300,26,13,43,237.656,99,0,1,2,1,1,1,77,175,25,64,May,Fri,No,Yes,Yes,Yes,High,Low,Low,High,Low,High,Low
22,5,6,3,225,15,15,41,237.656,99,0,4,2,1,0,2,94,182,28,8,May,Fri,No,Yes,No,,Low,Low,High,High,Low,High,High
27,5,6,3,179,26,9,30,237.656,99,0,3,0,0,0,0,56,171,19,2,May,Fri,No,No,No,No,Low,Low,Low,Low,Low,High,Low
23,5,2,3,118,13,18,50,237.656,99,0,1,1,1,0,0,98,178,31,2,May,Mon,No,Yes,No,No,Low,Low,High,High,Low,High,High
5,5,3,3,118,13,18,50,237.656,99,0,1,1,1,0,0,98,178,31,3,May,Tue,No,Yes,No,No,Low,Low,High,High,Low,High,High
28,5,3,3,118,10,10,37,237.656,99,0,1,0,0,0,0,83,172,28,1,May,Tue,No,No,No,No,Low,Low,Low,Low,Low,High,High
0,5,3,3,118,13,18,50,237.656,99,1,1,1,1,0,0,98,178,31,0,May,Tue,Yes,Yes,No,No,Low,Low,High,High,Low,High,High
27,5,4,3,179,26,9,30,237.656,99,0,3,0,0,0,0,56,171,19,2,May,Wed,No,No,No,No,Low,Low,Low,Low,Low,High,Low
0,5,4,3,378,49,11,36,237.656,99,1,1,2,0,1,4,65,174,21,0,May,Wed,Yes,No,Yes,,High,High,Low,Low,Low,High,Low
16,5,6,3,179,22,17,40,237.656,99,0,2,2,0,1,0,63,170,22,1,May,Fri,No,No,Yes,No,Low,Low,High,High,Low,High,Low
10,5,2,3,155,12,14,34,237.656,99,0,1,2,1,0,0,95,196,25,48,May,Mon,No,Yes,No,No,Low,Low,High,Low,Low,High,Low
10,5,2,3,235,16,8,32,237.656,99,0,3,0,0,0,0,75,178,25,8,May,Mon,No,No,No,No,High,Low,Low,Low,Low,High,Low
22,5,4,3,291,31,12,40,237.656,99,0,1,1,1,0,1,73,171,25,8,May,Wed,No,Yes,No,Yes,High,High,Low,High,Low,High,Low
10,5,4,3,179,22,17,40,237.656,99,0,2,2,0,1,0,63,170,22,8,May,Wed,No,No,Yes,No,Low,Low,High,High,Low,High,Low
6,5,4,3,225,26,9,28,237.656,99,0,1,1,0,0,2,69,169,24,3,May,Wed,No,No,No,,Low,Low,Low,Low,Low,High,Low
10,5,5,3,330,16,4,28,237.656,99,0,2,0,0,0,0,84,182,25,8,May,Thu,No,No,No,No,High,Low,Low,Low,Low,High,Low
23,5,5,3,235,16,8,32,237.656,99,0,3,0,0,0,0,75,178,25,2,May,Thu,No,No,No,No,High,Low,Low,Low,Low,High,Low
28,5,5,3,291,31,12,40,237.656,99,0,1,1,1,0,1,73,171,25,2,May,Thu,No,Yes,No,Yes,High,High,Low,High,Low,High,Low
27,5,6,3,179,26,9,30,237.656,99,0,3,0,0,0,0,56,171,19,2,May,Fri,No,No,No,No,Low,Low,Low,Low,Low,High,Low
7,5,2,3,361,52,3,28,237.656,99,0,1,1,1,0,4,80,172,27,8,May,Mon,No,Yes,No,,High,High,Low,Low,Low,High,High
23,5,4,3,155,12,14,34,237.656,99,0,1,2,1,0,0,95,196,25,2,May,Wed,No,Yes,No,No,Low,Low,High,Low,Low,High,Low
25,5,6,3,179,22,17,40,237.656,99,0,2,2,0,1,0,63,170,22,8,May,Fri,No,No,Yes,No,Low,Low,High,High,Low,High,Low
10,5,6,3,155,12,14,34,237.656,99,0,1,2,1,0,0,95,196,25,8,May,Fri,No,Yes,No,No,Low,Low,High,Low,Low,High,Low
11,5,2,3,225,26,9,28,237.656,99,0,1,1,0,0,2,69,169,24,1,May,Mon,No,No,No,,Low,Low,Low,Low,Low,High,Low
7,6,4,3,118,15,24,46,275.089,96,0,1,2,1,1,0,75,175,25,8,Jun,Wed,No,Yes,Yes,No,Low,Low,High,High,High,High,Low
27,6,4,3,179,26,9,30,275.089,96,0,3,0,0,0,0,56,171,19,3,Jun,Wed,No,No,No,No,Low,Low,Low,Low,High,High,Low
